epoch,train_loss,train_map50,train_map50_95,val_loss,val_map50,val_map50_95,lr,epoch_time
1,8.39591,0.00000,0.00000,5.34280,0.00000,0.00000,0.0001,38.70177
2,5.74196,0.00000,0.00000,5.00513,0.00000,0.00000,0.00019,36.72733
3,5.18211,0.00000,0.00000,4.66011,0.00000,0.00000,0.00028000000000000003,36.67975
4,4.89513,0.00000,0.00000,4.58485,0.00000,0.00000,0.00037,36.76668
5,4.64763,0.02721,0.00715,4.49441,0.02130,0.00585,0.00046,92.26998
6,4.54602,0.02721,0.00715,4.39125,0.02130,0.00585,0.00055,36.51674
7,4.37996,0.02721,0.00715,4.33869,0.02130,0.00585,0.00064,36.49547
8,4.31876,0.02721,0.00715,4.28757,0.02130,0.00585,0.00073,36.60669
9,4.21650,0.02721,0.00715,4.25901,0.02130,0.00585,0.0008200000000000001,36.87281
10,4.16917,0.05245,0.01563,4.92189,0.00594,0.00138,0.00091,107.01539
11,4.60174,0.05245,0.01563,9.31735,0.00594,0.00138,0.001,36.56556
12,4.53837,0.05245,0.01563,4.26514,0.00594,0.00138,0.001,36.55305
13,4.17768,0.05245,0.01563,4.15580,0.00594,0.00138,0.001,36.72590
14,4.01044,0.05245,0.01563,4.03421,0.00594,0.00138,0.001,36.85362
15,3.83057,0.07925,0.02535,4.10049,0.06130,0.02223,0.001,101.22917
16,3.74590,0.07925,0.02535,4.05949,0.06130,0.02223,0.001,36.70501
17,3.61738,0.07925,0.02535,4.07271,0.06130,0.02223,0.001,36.53212
18,3.55043,0.07925,0.02535,3.92053,0.06130,0.02223,0.001,36.56118
19,3.46573,0.07925,0.02535,4.23752,0.06130,0.02223,0.001,36.90957
20,3.37815,0.12614,0.04279,3.84552,0.10280,0.03560,0.001,107.00163
21,3.28492,0.12614,0.04279,3.86265,0.10280,0.03560,0.001,36.74353
22,3.23111,0.12614,0.04279,3.94729,0.10280,0.03560,0.001,36.66166
23,3.15731,0.12614,0.04279,4.21501,0.10280,0.03560,0.001,36.59331
24,3.16003,0.12614,0.04279,3.80445,0.10280,0.03560,0.001,36.63178
25,3.06498,0.16687,0.05770,3.75061,0.14012,0.04947,0.001,108.90536
26,2.98056,0.16687,0.05770,3.80559,0.14012,0.04947,0.001,36.53846
27,2.90503,0.16687,0.05770,3.74321,0.14012,0.04947,0.001,36.60973
28,2.87890,0.16687,0.05770,4.22830,0.14012,0.04947,0.001,36.58397
29,2.86488,0.16687,0.05770,3.72555,0.14012,0.04947,0.001,36.69925
30,2.78120,0.20975,0.07565,3.65879,0.14770,0.05136,0.001,114.29785
31,2.71906,0.20975,0.07565,3.80114,0.14770,0.05136,0.001,36.51345
32,2.67395,0.20975,0.07565,3.71729,0.14770,0.05136,0.001,36.59068
33,2.59628,0.20975,0.07565,3.71944,0.14770,0.05136,0.001,36.55803
34,2.54611,0.20975,0.07565,3.89846,0.14770,0.05136,0.001,36.62470
35,2.53625,0.26182,0.09705,3.72537,0.13713,0.04655,0.001,121.69550
36,2.47499,0.26182,0.09705,3.61623,0.13713,0.04655,0.001,36.58460
37,2.45150,0.26182,0.09705,3.78514,0.13713,0.04655,0.001,36.65819
38,2.44254,0.26182,0.09705,3.66758,0.13713,0.04655,0.001,36.60819
39,2.38247,0.26182,0.09705,3.66154,0.13713,0.04655,0.001,36.75253
40,2.35885,0.30179,0.11422,4.16671,0.05887,0.01990,0.001,127.49241
41,2.31927,0.30179,0.11422,3.61770,0.05887,0.01990,0.001,36.48295
42,2.29643,0.30179,0.11422,3.67730,0.05887,0.01990,0.001,36.63302
43,2.36654,0.30179,0.11422,3.63197,0.05887,0.01990,0.001,36.69394
44,2.25992,0.30179,0.11422,3.59257,0.05887,0.01990,0.001,36.61188
45,2.22920,0.33891,0.12821,3.56582,0.16007,0.05316,0.001,122.06489
46,2.15713,0.33891,0.12821,3.61035,0.16007,0.05316,0.001,36.58771
47,2.12302,0.33891,0.12821,3.59027,0.16007,0.05316,0.001,36.58651
48,2.08288,0.33891,0.12821,3.62961,0.16007,0.05316,0.001,36.75737
49,2.08393,0.33891,0.12821,3.52236,0.16007,0.05316,0.001,36.82695
50,2.06411,0.37341,0.14795,3.62202,0.15583,0.05682,0.001,121.91260
51,2.02058,0.37341,0.14795,3.58331,0.15583,0.05682,0.001,36.70218
52,1.98363,0.37341,0.14795,3.50025,0.15583,0.05682,0.001,36.71935
53,1.95379,0.37341,0.14795,3.47791,0.15583,0.05682,0.001,36.59240
54,1.96585,0.37341,0.14795,3.52392,0.15583,0.05682,0.001,36.72803
55,1.92908,0.42539,0.17205,3.53178,0.18764,0.06725,0.001,123.10968
56,1.89574,0.42539,0.17205,3.56158,0.18764,0.06725,0.001,36.69681
57,1.88238,0.42539,0.17205,3.54388,0.18764,0.06725,0.001,36.72977
58,1.85572,0.42539,0.17205,3.58815,0.18764,0.06725,0.001,36.67175
59,1.84968,0.42539,0.17205,3.51377,0.18764,0.06725,0.001,36.53043
60,1.77258,0.47197,0.19734,3.46065,0.18142,0.06626,0.001,124.86153
61,1.77874,0.47197,0.19734,3.47285,0.18142,0.06626,0.001,36.40866
62,1.74413,0.47197,0.19734,3.50669,0.18142,0.06626,0.001,36.49344
63,1.75158,0.47197,0.19734,3.49636,0.18142,0.06626,0.001,36.58477
64,1.70638,0.47197,0.19734,3.49314,0.18142,0.06626,0.001,36.85884
65,1.73231,0.50422,0.20729,3.47837,0.19621,0.07000,0.001,128.50582
66,1.71380,0.50422,0.20729,3.44036,0.19621,0.07000,0.001,36.68736
67,1.67651,0.50422,0.20729,3.44773,0.19621,0.07000,0.001,36.48035
68,1.65871,0.50422,0.20729,3.44066,0.19621,0.07000,0.001,36.69821
69,1.66111,0.50422,0.20729,3.47589,0.19621,0.07000,0.001,36.75088
70,1.66909,0.52992,0.22113,3.45021,0.17840,0.06315,0.001,129.61091
71,1.66324,0.52992,0.22113,3.39422,0.17840,0.06315,0.001,36.61750
72,1.63494,0.52992,0.22113,3.42605,0.17840,0.06315,0.001,36.57144
73,1.61798,0.52992,0.22113,3.39312,0.17840,0.06315,0.001,36.57460
74,1.55204,0.52992,0.22113,3.41563,0.17840,0.06315,0.001,36.66159
75,1.54685,0.56750,0.24485,3.39959,0.21415,0.07537,0.001,127.77446
76,1.51846,0.56750,0.24485,3.34717,0.21415,0.07537,0.0001,36.67452
77,1.42374,0.56750,0.24485,3.32727,0.21415,0.07537,0.0001,36.64329
78,1.39624,0.56750,0.24485,3.37914,0.21415,0.07537,0.0001,36.53625
79,1.38443,0.56750,0.24485,3.31521,0.21415,0.07537,0.0001,36.85771
80,1.39682,0.63318,0.29241,3.30437,0.22692,0.08447,0.0001,126.99589
81,1.37412,0.63318,0.29241,3.33316,0.22692,0.08447,0.0001,37.08469
82,1.38068,0.63318,0.29241,3.31926,0.22692,0.08447,0.0001,36.71918
83,1.36469,0.63318,0.29241,3.32359,0.22692,0.08447,0.0001,36.63645
84,1.37456,0.63318,0.29241,3.34528,0.22692,0.08447,0.0001,36.58037
